"tree_id","displayed_scientific_name","synonyms","family","displayed_common_name","alternative_common_names","generic_1","generic_2","memo","ethnobotanical_info","pacific_island","photolocations","display","landscape_application","landscape_use","native_range","california_native","ca_invasive","hi_native","invasive_text","height_low","height_high","width_low","width_high","growth_rate_low","growth_rate_high","foliage_type","tree_shape","litter_type","bark_color","bark_texture","branch_strength_low","branch_strength_high","leaf_form","leaf_arrangement","leaflet_shape","foliage_growth_color","foliage_fall_color","fruit_size","fruit_color","fruit_type","fruit_value","fruiting_time","flower_showiness","fragrance","flower_color","flower_time","flower_type","usda_zone","sunset_zone","salinity_tolerance","planting_area","soil_texture","saltspray_tolerance","exposure_low","exposure_high","soil_ph_low","soil_ph_high","pest_resistant","pest_susceptibility","disease_resistant","disease_susceptibility","root_damage_potential","health_hazard","attracts_wildlife","biogenic_emissions","deer_palatable","water_use","schoolyard","appraisal","app_lcant","app_grrating"
472,"Hesperocyparis forbesii","Cupressus forbesii,Cupressus guadalupensis","Cupressaceae","TECATE CYPRESS",,"CYPRESS",,"Tecate cypress is primarily a Baja California species, and most populations in California occur on the slopes of Otay Mountain, southeast of San Diego, near the Mexican border. It can grow as a multi-branched large shrub but in favorable conditions reaches up to 30 feet. Its dusty green foliage is born on a trunk with thin, shaggy bark that sheds to expose smooth orange, gray, metallic green, and red patches.
","",0,"UC Davis Arboretum - Davis, CA, Tilden Regional Parks Botanical Garden - Berkeley, CA, Strybing Arboretum - San Francisco, CA, Santa Barbara Botanic Garden - Santa Barbara, CA and Quail Botanical Gardens - Encinitas, CA",1,"Screen","Hedged","California",1,0,0,"",10,25,20,20,36,36,"0","Columnar,Rounded","Dry Fruit","Dark Brown or Red Brown","Exfoliating,Scaly,Smooth","5","5","Simple","Whorled","Scale-like","Green",0,"Medium","Brown, Gray or Mostly Green","Cone","Wildlife use it","Fall","",1,,,,"7,8,9","8,9,10,11,12,13,14,18,19,20",,"4 to 7","Loam,Sand,Clay","High",3,3,1,7,,,,,"Moderate","None Known","Birds","Moderate",,"L",0,"Yes","24"" box","2"
473,"Hesperocyparis arizonica var. glabra","Cupressus glabra,Cupressus arizonica var. glabra","Cupressaceae","SMOOTH ARIZONA CYPRESS",,"CYPRESS",,"Excellent wind screen for hot, dry areas. Smoother bark than the species. Cultivar Chaparral is a smaller form of the variety, growing to 15 feet.","",0,"Red Butte Garden - Salt Lake City, UT",1,"Screen",,"Arizona",0,0,0,"",40,50,20,20,36,36,"3","Columnar","Dry Fruit","Red Brown","Exfoliating,Smooth","3","3","Simple","Whorled","Scale-like","Bluish Green,Silver,Gray Green",0,"Medium","Brown or Mostly Green","Cone",,"Fall,Summer","",1,,"Spring","Has separate male and female reproductive parts on the same tree (monoecious)","7,8,9","7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand,Clay","Moderate",3,3,1,7,,"Caterpillars,Spider Mites",,"Branch Blight,Juniper Blight","Moderate","Allergy","Birds","Low",,"L",0,"Yes","24"" box","3"
474,"Hesperocyparis arizonica var. glabra 'Blue Pyramid'","Cupressus glabra 'Blue Pyramid',Cupressus arizonica var. glabra 'Blue Pyramid'","Cupressaceae","BLUE PYRAMID SMOOTH BARKED ARIZONA CYPRESS",,"CYPRESS",,"Branches dont droop and resist breakage. Cultivar Blue Ice is similar","",0,"Red Butte Garden - Salt Lake City, UT, Quail Botanical Gardens - Encinitas, CA, UC Berkeley Botanic Garden - Berkeley, CA and Tilden Parks Botanic Garden - Berkeley, CA",1,"Specimen,Screen","Bonsai,Hedged","Arizona",0,0,0,"",20,25,10,12,24,36,"3","Conical,Rounded",,"Red Brown","Exfoliating,Smooth",,,"Simple","Whorled","Scale-like","Bluish Green,Silver,Gray Green",0,"Small","Brown","Cone",,"Fall,Summer","",0,,"Spring","Has separate male and female reproductive parts on the same tree (monoecious)","6,7,8,9","7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","",3,3,2,6,,,,"Canker","Low",,,"",,"L",0,,,
475,"Hesperocyparis macnabiana","Cupressus macnabiana,Callitropsis macnabiana","Cupressaceae","MACNAB CYPRESS",,"CYPRESS",,"MacNab cypress is a California endemic. It occurs widely in the foothills around the northern Sacramento Valley, from inland North Coast Ranges to the foothills of the Cascade Range and the northern Sierra Nevada. It usually grows on poor soils, in foothill woodlands, and chaparral. Although McNab cypress may grow 30 to 60 feet tall, it is frequently shrubby. Its grayish, resin-dotted foliage, born on flat rather than three-dimensional branches, distinguishes it from other California cypresses. Like other California cypresses, its cones are closed until fire opens them, allowing seeds to colonize the bare, ash-laden soil.","",0,"Rancho Santa Ana Botanic Garden - Claremont, CA and Santa Barbara Botanic Garden - Santa Barbara, CA and UC Berkeley Botanic Garden - Berkeley, CA",1,"Screen",,"Northern California",1,0,0,"",20,40,20,40,24,36,"3","Rounded,Vase","Dry Fruit","Dark Brown, Red Brown or Dark Gray","Fibrous,Furrowed,Scaly","3","3","Simple","Whorled","Scale-like","Bluish Green,Silver,Gray Green",0,"Medium","Brown, Red or Mostly Green","Cone","Wildlife use it","Fall","",1,,,,"6,7,8,9,10","7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Clay","Low",3,3,1,7,,,,,"Low","None Known","Birds","Low",,"L",1,,,
476,"Hesperocyparis macrocarpa","Cupressus macrocarpa,Cupressus lambertiana","Cupressaceae","MONTEREY CYPRESS",,"CYPRESS",,"Although the Monterey cypress is among the most widely cultivated trees in the world, it's rare in the wild. It occurs naturally only on the foggy, windswept slopes near Pebble Beach and Carmel in Monterey County. Fossil records show that surviving stands are remnants of more extensive forests once growing along the west coast of North America. Old, unopened cones are visible on the branches, where they remain with their seeds enclosed until opened by the heat of a fire.","",0,"Lotusland - Santa Barbara, CA, San Francisco, CA, San Marcos Growers - Santa Barbara, CA, Mendocino Coast Botanical Gardens - Fort Bragg, CA, and New Zealand",1,,"Hedged","California",1,0,0,"This plant is classified as invasive by the California Invasive Plant Council (&lt;a href=&quot;http://www.cal-ipc.org/&quot;&gt;Cal-IPC&lt;/a&gt;) states this tree, native to the Monterey area, will invade coastal prarie, desert scrub and riparian ar",40,70,,,36,36,"3","Rounded,Vase","Dry Fruit","Dark Gray or Red Brown","Furrowed,Scaly","5","5","Simple","Whorled","Scale-like","Green",0,"Medium","Brown, Gray or Mostly Green","Cone","Wildlife use it","Fall","",1,,,,"7,8,9,10","7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24","Coastal Good",">7","Loam,Clay","High",2,3,1,5,,"Beetle Borers",,"Armillaria,Phytophthora,Root Rot","Moderate","None Known","Birds","Low",,"L",0,"Yes","24"" box","2"
477,"Cupressus sempervirens","Cupressus sempervirens var. stricta","Cupressaceae","ITALIAN CYPRESS","FUNERAL CYPRESS,MEDITERRANEAN CYPRESS","CYPRESS",,"Smog tolerant. Very narrow, upright form. Also blue-green variety Glauca, and golden leaf variety Swanes Golden","",0,"Stanford University - Palo Alto, CA, Balboa Park - San Diego, CA, Los Angeles County Arboretum - Arcadia, CA, Atascadero, CA and Davis, CA",1,"Screen","Hedged","Southern Europe and Western Asia",0,0,0,"",50,70,10,20,36,36,"3","Columnar","Dry Fruit","Dark Gray or Light Gray","Furrowed,Smooth","3","3","Simple","Whorled","Scale-like","Dark Green",0,"Medium","Brown","Cone","Wildlife use it","Fall","",1,,,"Has either male or female reproductive parts (dioecious)","8,9,10","4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Spider Mites",,"Gummosis,Phytophthora,Root Rot","Moderate","None Known",,"Low",,"M",0,"Yes","24"" box","3"
478,"Cupressus sempervirens 'Glauca'",,"Cupressaceae","BLUE ITALIAN CYPRESS",,"CYPRESS",,"Green-leaf and golden-leaf forms available. Columnar evergreen that is great for large containers. Hardy to 5 degrees F.","",0,"UC Riverside Arboretum - Riverside, CA, Leaning Pine Arboretum - Cal Poly San Luis Obispo, CA, ABQ BioPark - Rio Grande Botanic Garden and San Marcos Growers - Santa Barbara, CA",1,"Screen","Hedged","Southern Europe and Western Asia",0,0,0,"",40,60,5,10,36,36,"3","Columnar","Dry Fruit","Dark Gray or Light Gray","Furrowed,Smooth","3","3","Simple","Whorled","Scale-like","Bluish Green,Silver,Gray Green",0,"Medium","Brown","Cone","Wildlife use it","Fall","",1,,,"Has either male or female reproductive parts (dioecious)","7,8,9,10","4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,">7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Spider Mites",,"Gummosis,Phytophthora,Root Rot","Moderate","None Known",,"",,"L",0,,,
480,"Cussonia spicata",,"Araliaceae","SPIKED CABBAGE TREE","COMMON CABBAGE TREE","SPIKED CABBAGE TREE",,"Attractive tree growing to 20 feet with showy yellow flowers.","",0,"San Diego Zoo - San Diego, CA, UC Santa Barbara - Santa Barbara, CA and Los Angeles County Arboretum - Arcadia, CA",1,"Screen",,"Southern and tropical Africa",0,0,0,"",25,40,15,30,24,24,"3","Rounded",,"Light Gray","Smooth",,,"Palmately Compound","Alternate","Palmately-lobed","Dark Green",0,"Very Small","Purple","Drupe",,"Summer","Showy",0,"Yellow",,"Has male and female reproductive parts in each flower (perfect)","9,10,11","16,17,19,20,21,22,23,24",,"4 to 7","Loam,Sand","Moderate",3,3,1,5,,,,,"Low","None Known",,"",,"VL",0,,,
481,"Cydonia oblonga",,"Rosaceae","QUINCE","FRUITING QUINCE,COMMON QUINCE","QUINCE",,"Fruit used to make preserves and candy.","",0,"Hobart, AU, Getty Villa - Malibu, CA, Sacramento State University - Sacramento, CA, Morton Arboretum - Lisle, IL and Arnold Arboretum - Boston, MA.",1,"Screen","Hedged","Southwest Asia",0,0,0,"",15,30,15,15,12,12,"1","Rounded","Wet Fruit","Dark Brown or Light Green","Smooth","5","5","Simple","Alternate","Oval","Dark Green",1,"Large","Yellow","Pome","Edible","Fall","Showy",1,"Pink,White","Spring",,"5,6,7,8,9","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,"2 to 4","Loam,Sand,Clay","Moderate",3,3,1,7,,"Psyllid",,"Brown Rot,Chlorosis,Fire Blight,Powdery Mildew","Low","None Known","Squirrels","",,"M",0,,,
482,"Argyrocytisus battandieri","Cytisus battandieri,Adenocarpus battandieri","Fabaceae","ATLAS BROOM","PINEAPPLE BROOM,MOROCCAN BROOM","ATLAS BROOM",,"Can become invasive.","",0,"",0,"Screen",,"Morocco",0,0,0,"",10,15,8,10,36,36,"2","Rounded","Dry Fruit","Green or Light Green","Smooth","3","3","Trifoliate","Alternate","Oval","Green",0,"Large","Brown or Mostly Green","Legume","Wildlife use it","Fall","Showy",1,"Yellow","Summer","Has male and female reproductive parts in each flower (perfect)","7,8,9,10","4,5,6,14,15,16,17",,"2 to 4","Loam,Sand,Clay","High",3,3,1,5,,"Aphids",,,"Low","None Known","Birds","",,"L",0,,,
483,"Dalbergia sissoo","Amerimnon sissoo","Fabaceae","INDIAN ROSEWOOD","SHISHAM,SISSOO TREE","ROSEWOOD",,"Useful for erosion control as it has a wide spreading root system. It thrives in lawn settings, as well as hot, reflected heat. A drought tolerant tree.","",0,"Boyce Thompson Arboretum - Superior, AZ, UC Davis - Davis, CA, Arizona State University - Tucson, AZ, Phoenix, AZ, Indio, CA and Los Angeles, CA, Lake Havasu City - AZ",1,"Shade Tree,Park Tree,Street Tree",,"Indian Subcontinent",0,0,0,"",45,60,30,40,24,36,"2","Rounded,Vase","Dry Fruit,Flowers","Dark Brown or Light Green","Furrowed,Rough","2","2","Pinnately Compound","Alternate","Oval","Green",0,"Medium to Large","Brown","Legume",,"Fall,Summer","Inconspicuous",1,"White,Yellow","Spring",,"9,10,11","13,19,21,22,23,24",,">7","Loam,Sand,Clay","High",2,3,2,2,,,,,"Moderate","None Known",,"",,"VL",1,"Yes","24"" box","2"
484,"Psorothamnus spinosus","Dalea spinosa","Fabaceae","SMOKE TREE","SMOKE THORN,INDIGOBUSH,BARNEBY","SMOKE TREE",,"Psorothamnus spinosus, native to arid regions of North America, is a distinctive shrub with notable characteristics. Its leaves are typically small and divided, giving them a delicate, fern-like appearance. During its flowering season, it produces clusters of small, violet to purplish blossoms, adding a touch of color to its harsh, desert environment. These flowers, while not particularly showy, play a crucial role in attracting pollinators and supporting local ecosystem dynamics. The shrub's seeds are an essential part of its life cycle, serving as a means of reproduction. Psorothamnus spinosus is well-adapted to the challenging conditions of arid landscapes, making it a valuable component of native flora in these regions.","",0,"The Living Desert - Palm Desert, CA",1,"Screen",,"California",1,0,0,"",10,25,10,15,24,24,"1","Rounded,Vase","Dry Fruit","Dark Brown or Dark Gray","Fissured","3","3","Pinnately Compound","Alternate","Oblong","Bluish Green,Silver,Gray Green",0,"Small","Brown or Mostly Green","Legume",,"Fall","Showy",1,"Blue","Spring",,"8,9,10,11","11,12,13","Good Inland","2 to 4","Loam,Sand","Low",3,3,7,7,,,,,"Low","None Known","Birds","Moderate",,"VL",0,,,
485,"Davidia involucrata",,"Nyssaceae","DOVE TREE","HANDKERCHIEF TREE,GHOST TREE","DOVE TREE",,"Flowers look like small doves.","",0,"Stanford, CA, UC Berkeley Botanic Garden - Berkeley, CA, Hoyt Arboretum - Portland, OR and Arnold Arboretum - Boston, MA",1,"Screen",,"China",0,0,0,"",35,70,15,40,24,24,"1","Rounded,Vase","Dry Fruit","Dark Brown, Light Green or Orange","Furrowed,Scaly","3","3","Simple","Alternate","Heart-shaped","Green",1,"Large","Brown or Mostly Green","Drupe","Wildlife use it","Fall","Showy",0,"White","Spring",,"6,7,8","4,5,6,7,8,9,14,15,16,17,18,19,20,21",,">7","Loam","Moderate",2,3,1,5,,,,,"Low","None Known",,"",,"M",0,"Yes","24"" box","2"
486,"Delonix regia",,"Fabaceae","ROYAL POINCIANA","FLAMBOYANT TREE,FLAME TREE,ARBOL DEL FUEGO,ATBOT,ARBOL DE FUEGO,NANGIOSAKURA,NANGYO,PILAMPWOIA WEITAHTA,SAKURANIROW,SIMWETA,ATBUT","POINCIANA",,"This spectacular flowering tree is one of Hawai‘i s most common and widely grown ornamental trees. From spring through summer and into early fall its flat, umbrella-shaped canopy is laden with large five-petaled, bright red flowers, especially in leeward, drier areas of the Islands. After pollination, brown legumes develop that are often over a foot long. Introduced to Hawai‘i in the mid 19th century, this species is particularly common in Honolulu, the Manoa Valley, and at the University of Hawai‘i. A wide spectrum of flower colors are available, from golden yellow to deep scarlet, and every shade of orange in between.&amp;nbsp;&lt;em&gt;Delonix&lt;/em&gt;&lt;em&gt;&amp;nbsp;regia&lt;/em&gt;&amp;nbsp;has a&amp;nbsp;HPWRA (Hawai‘i Pacific Weed Risk Assessment) score of -1&amp;nbsp;(Low Risk), and the Plant Pono link is:&amp;nbsp;&lt;a href=&quot;https://plantpono.org/pono-plants/delonix-regia/&quot;&gt;https://plantpono.org/pono-plants/delonix-regia/&lt;/a&gt;.","Originally native to Madagascar where it is listed as endangered, the royal poinciana has been introduced and cultivated as an ornamental tree across the tropical world. Used in Ayurvedaa traditional medicine for its insecticidal, anti-fertility, and wound healing properties. Planted as a street tree throughout the Honolulu’s urban and suburban area. (Modi et al., 2016)",1,"Kauai, HI, Waimea Valley Botanical Gardens - Waimea, HI and Haiku Palms - HI",1,"Specimen,Shade Tree,Street Tree",,"Madagascar",0,0,0,"",35,40,40,60,24,36,"0","Vase","Dry Fruit,Leaves,Flowers","",,,,"Bipinnately Compound","Alternate","Ovate","Green",0,"Very Large","Green to Brown","Legume",,,"Showy",0,"Red,Orange","Summer",,"11,12","22,23,H1,H2",,"4 to 7","Loam,Sand,Clay","Low",3,3,2,6,,"Caterpillars",,"Root Fungus","High",,,"",,"M",0,"Yes","24"" box","3"
487,"Dendromecon harfordii","Dendromecon rigida subsp. harfordii","Papaveraceae","ISLAND BUSH POPPY","CHANNEL ISLAND TREE POPPY","BUSH POPPY",,"Dendromecon harfordii, a plant indigenous to California, is a distinctive shrub characterized by its unique appearance. Its leaves are typically elongated and have a gray-green hue, which lends a subtle charm to the landscape. During the flowering season, this shrub produces vibrant yellow blossoms, adding a splash of color to its surroundings. These blossoms are attractive to pollinators, contributing to local ecological diversity. The plant's seeds play a role in its propagation, and while not particularly showy, they are an essential part of its life cycle. Dendromecon harfordii adapts well to the specific conditions of its habitat, making it a notable presence in the California flora.","",0,"Rancho Santa Ana Botanic Gardens - Claremont, CA, Regional Parks Botanic Garden, Tilden Regional Park - Berkeley, CA and Santa Barbara Botanic Garden - Santa Barbara, CA",1,"Screen",,"Santa Cruz and Santa Rosa Islands",1,0,0,"",5,15,8,20,24,24,"3","Rounded","Dry Fruit","Red Brown","Exfoliating","3","3","Simple","Alternate","Oval","Green",0,"Large","Brown","Capsule",,"Fall,Summer","Showy",1,"Yellow","Spring,Summer","Has male and female reproductive parts in each flower (perfect)","9,10","7,8,9,14,15,16,17,18,19,20,21,22,23,24",,"2 to 4","Loam,Sand,Clay","Moderate",3,3,1,5,,"Aphids",,,"Low","None Known",,"",,"L",0,,,
488,"Dicksonia antarctica","Balantium antarcticum","Dicksoniaceae","TASMANIAN TREE FERN","SOFT TREE FERN,MAN FERN,WOOLY TREE FERN","TREE FERN",,"Leaves are darker green than other tree ferns.","",0,"Lotusland - Santa Barbara, CA, Los Angeles County Arboretum - Arcadia, CA and Strybing Arboretum - San Francisco, CA",1,"Screen",,"Southeastern Australia and Tasmania",0,0,0,"",15,15,10,10,12,12,"3","Rounded,Vase","Leaves","Red Brown","Fibrous","3","3","Bipinnately Compound","Alternate","Spear-shaped","Green",0,"","","",,,"",0,,,,"9,10","8,9,14,15,16,17,19,20,21,22,23,24",,"2 to 4","Loam","Moderate",1,2,1,5,,"Spider Mites",,"Root Rot","Low","None Known",,"",,"M",0,,,
489,"Dicksonia squarrosa",,"Dicksoniaceae","NEW ZEALAND TREE FERN","SLENDER TREE FERN,ROUGH TREE FERN","TREE FERN",,"","",0,"Lotusland - Santa Barbara, CA",1,"Screen",,"New Zealand",0,0,0,"",20,20,12,12,12,12,"3","Rounded,Vase","Leaves","Dark Brown","Fibrous","3","3","Bipinnately Compound","Alternate","Spear-shaped","Green",0,"","","",,,"",0,,,,"9,10","17,23,24",,"2 to 4","Loam","Moderate",2,2,1,5,,"Spider Mites",,"Root Rot","Low","None Known",,"",,"M",0,,,
490,"Diospyros kaki",,"Ebenaceae","JAPANESE PERSIMMON","KAKI PERSIMMON,ORIENTAL PERSIMMON,SHARON FRUIT","PERSIMMON",,"Branches droop and are susceptible to breakage. Although not always the case, male and female flowers are usually borne on separate trees.","",0,"Cal Poly State University - San Luis Obispo, CA, Chico, CA, Los Angeles County Arboretum - Arcadia, CA, Hoyt Arboretum - Portland, OR, Stanford University - Palo Alto, CA and the National Arboretum - Washington, DC",1,"Specimen,Container",,"China",0,0,0,"",20,30,15,25,12,36,"1","Rounded","Leaves,Fruit","Gray Brown","Blocky",,,"Simple","Alternate","Ovate","Green",1,"Very Large","Orange","Berry","Edible,Wildlife use it","Summer","Inconspicuous",0,"White,Cream,Yellow","Spring",,"7,8,9,10","6,7,8,9,14,15,16,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand","",3,3,2,6,,,,,"Low",,"Mammals","",,"M",0,"Yes","24"" box","1"
491,"Diospyros kaki 'Fuyu'",,"Ebenaceae","FUYU PERSIMMON",,"PERSIMMON",,"Resistant to oak root fungus. Fruit is hard when eaten, non-astringent.","",0,"Chino Water Basin - Chino, CA, Los Angeles County Arboretum - Arcadia, CA, Quail Botanical Gardens - Encinitas, CA and Lotusland - Santa Barbara, CA",1,"Screen","Espalier","China",0,0,0,"",20,35,15,25,24,24,"1","Rounded","Leaves","Dark Brown","Blocky","5","5","Simple","Alternate","Elliptic","Green",1,"Large","Orange","Berry","Edible","Fall","Inconspicuous",0,"White","Spring,Summer",,"7","6,7,8,9,14,15,16,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Low",3,3,1,5,,,"Armillaria","Brown Rot,Chlorosis,Crown Rot,Root Rot","Low","None Known","Birds","",,"M",0,,,
492,"Diospyros kaki 'Hachiya'",,"Ebenaceae","HACHIYA PERSIMMON",,"PERSIMMON",,"Resistant to oak root fungus. Fruit is picked hard, allowed to soften before eating.","",0,"Los Angeles County Arboretum - Arcadia, CA, Quail Botanical Gardens - Encinitas, CA and Lotusland - Santa Barbara, CA",1,"Screen","Espalier","China",0,0,0,"",20,35,15,25,24,24,"1","Rounded","Leaves","Dark Brown","Blocky","5","5","Simple","Alternate","Elliptic","Green",1,"Very Large","Orange","Berry","Edible","Fall","Inconspicuous",0,"White","Spring,Summer","Has male and female reproductive parts in each flower (perfect)","7,8,9,10","6,7,8,9,14,15,16,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Low",3,3,1,5,,,"Armillaria","Brown Rot,Chlorosis,Crown Rot,Root Rot","Low","None Known","Birds","",,"M",0,,,
493,"Diospyros texana",,"Ebenaceae","TEXAS PERSIMMON","MEXICAN PERSIMMON","PERSIMMON",,"Branches dont droop, and resist breakage.","",0,"University of Arizona - Tucson, AZ, Dallas Arboretum - Dallas, TX and San Antonio Botanic Garden - San Antonio TX",1,"Specimen,Buffer Strip,Container,Street Tree","Bonsai","Central and Western Texas and Southwestern Oklahoma",0,0,0,"",20,40,15,25,12,24,"1","Vase",,"Gray to White","Smooth",,,"Simple","Alternate","Ovate","Green",0,"Medium","Black or Green","Berry","Edible,Wildlife use it","Summer","Inconspicuous",1,"White","Spring","Has either male or female reproductive parts (dioecious)","7,8,9","6,7,8,9,14,15,16,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","",3,3,2,6,,,,,"Low",,,"",,"M",0,,,
